value,count,m2,percentage
-0.04386527,1,6616.686078,0.001699813
-0.04381509,1,6616.686078,0.001699813
-0.04358085,2,13233.37216,0.003399626
-0.04352294,1,6616.686078,0.001699813
-0.04351917,1,6616.686078,0.001699813
-0.04313551,2,13233.37216,0.003399626
-0.04312684,2,13233.37216,0.003399626
-0.04311992,2,13233.37216,0.003399626
-0.04311845,1,6616.686078,0.001699813
-0.04311622,2,13233.37216,0.003399626
-0.04308476,1,6616.686078,0.001699813
-0.04305818,1,6616.686078,0.001699813
-0.04300159,2,13233.37216,0.003399626
-0.04274524,1,6616.686078,0.001699813
-0.04273902,2,13233.37216,0.003399626
-0.04273042,1,6616.686078,0.001699813
-0.042728,1,6616.686078,0.001699813
-0.04263674,2,13233.37216,0.003399626
-0.04255764,1,6616.686078,0.001699813
-0.04252876,1,6616.686078,0.001699813
-0.04250052,1,6616.686078,0.001699813
-0.04247272,2,13233.37216,0.003399626
-0.04245495,2,13233.37216,0.003399626
-0.04239731,2,13233.37216,0.003399626
-0.04230465,1,6616.686078,0.001699813
-0.04229964,1,6616.686078,0.001699813
-0.04226968,1,6616.686078,0.001699813
-0.04225885,1,6616.686078,0.001699813
-0.04223722,2,13233.37216,0.003399626
-0.04221818,1,6616.686078,0.001699813
-0.04213807,1,6616.686078,0.001699813
-0.04209889,1,6616.686078,0.001699813
-0.04205659,2,13233.37216,0.003399626
-0.04203354,2,13233.37216,0.003399626
-0.04199766,2,13233.37216,0.003399626
-0.04194156,2,13233.37216,0.003399626
-0.04194106,1,6616.686078,0.001699813
-0.0419135,2,13233.37216,0.003399626
-0.04183061,1,6616.686078,0.001699813
-0.04183007,1,6616.686078,0.001699813
-0.04182527,1,6616.686078,0.001699813
-0.04181898,1,6616.686078,0.001699813
-0.04180063,1,6616.686078,0.001699813
-0.04169733,1,6616.686078,0.001699813
-0.04165719,2,13233.37216,0.003399626
-0.04163368,1,6616.686078,0.001699813
-0.04163349,1,6616.686078,0.001699813
-0.04159618,2,13233.37216,0.003399626
-0.04153667,1,6616.686078,0.001699813
-0.04146827,2,13233.37216,0.003399626
-0.04142126,1,6616.686078,0.001699813
-0.04138362,1,6616.686078,0.001699813
-0.04136801,1,6616.686078,0.001699813
-0.04133498,2,13233.37216,0.003399626
-0.04132569,1,6616.686078,0.001699813
-0.04129959,1,6616.686078,0.001699813
-0.04129316,1,6616.686078,0.001699813
-0.041292,1,6616.686078,0.001699813
-0.04129089,2,13233.37216,0.003399626
-0.04126716,1,6616.686078,0.001699813
-0.04126136,1,6616.686078,0.001699813
-0.04126095,1,6616.686078,0.001699813
-0.0412565,1,6616.686078,0.001699813
-0.04120638,1,6616.686078,0.001699813
-0.04115602,1,6616.686078,0.001699813
-0.04114343,2,13233.37216,0.003399626
-0.04110421,2,13233.37216,0.003399626
-0.04109348,2,13233.37216,0.003399626
-0.04108519,1,6616.686078,0.001699813
-0.04104187,1,6616.686078,0.001699813
-0.04101038,2,13233.37216,0.003399626
-0.0409997,1,6616.686078,0.001699813
-0.04099725,1,6616.686078,0.001699813
-0.04096065,1,6616.686078,0.001699813
-0.0409182,1,6616.686078,0.001699813
-0.04091727,2,13233.37216,0.003399626
-0.04083626,2,13233.37216,0.003399626
-0.04081453,2,13233.37216,0.003399626
-0.04079754,1,6616.686078,0.001699813
-0.04077477,1,6616.686078,0.001699813
-0.04074883,1,6616.686078,0.001699813
-0.04073244,2,13233.37216,0.003399626
-0.04060729,1,6616.686078,0.001699813
-0.04059248,2,13233.37216,0.003399626
-0.04057103,1,6616.686078,0.001699813
-0.04045965,1,6616.686078,0.001699813
-0.04043705,1,6616.686078,0.001699813
-0.04041887,1,6616.686078,0.001699813
-0.04041166,2,13233.37216,0.003399626
-0.04038616,1,6616.686078,0.001699813
-0.04037771,2,13233.37216,0.003399626
-0.04035599,1,6616.686078,0.001699813
-0.04031788,1,6616.686078,0.001699813
-0.04024865,1,6616.686078,0.001699813
-0.04024856,2,13233.37216,0.003399626
-0.04024105,1,6616.686078,0.001699813
-0.04019174,2,13233.37216,0.003399626
-0.04015906,1,6616.686078,0.001699813
-0.04013308,1,6616.686078,0.001699813
-0.04010997,2,13233.37216,0.003399626
-0.04008715,1,6616.686078,0.001699813
-0.04006665,2,13233.37216,0.003399626
-0.04005736,2,13233.37216,0.003399626
-0.0400509,1,6616.686078,0.001699813
-0.04003736,1,6616.686078,0.001699813
-0.03998954,1,6616.686078,0.001699813
-0.03996313,2,13233.37216,0.003399626
-0.03995937,1,6616.686078,0.001699813
-0.03990304,1,6616.686078,0.001699813
-0.03985243,1,6616.686078,0.001699813
-0.03984368,2,13233.37216,0.003399626
-0.03984112,2,13233.37216,0.003399626
-0.03979797,2,13233.37216,0.003399626
-0.03971653,1,6616.686078,0.001699813
-0.03963095,1,6616.686078,0.001699813
-0.03962237,2,13233.37216,0.003399626
-0.03962074,1,6616.686078,0.001699813
-0.03959638,1,6616.686078,0.001699813
-0.0395754,2,13233.37216,0.003399626
-0.03953373,2,13233.37216,0.003399626
-0.03952241,2,13233.37216,0.003399626
-0.03951549,2,13233.37216,0.003399626
-0.03951354,1,6616.686078,0.001699813
-0.03948802,1,6616.686078,0.001699813
-0.03948677,2,13233.37216,0.003399626
-0.03942017,1,6616.686078,0.001699813
-0.03938104,2,13233.37216,0.003399626
-0.03934646,1,6616.686078,0.001699813
-0.03932091,1,6616.686078,0.001699813
-0.03931587,1,6616.686078,0.001699813
-0.03930445,1,6616.686078,0.001699813
-0.03930443,1,6616.686078,0.001699813
-0.03929703,2,13233.37216,0.003399626
-0.0392848,2,13233.37216,0.003399626
-0.03928349,1,6616.686078,0.001699813
-0.03928331,1,6616.686078,0.001699813
-0.03928309,2,13233.37216,0.003399626
-0.03925896,1,6616.686078,0.001699813
-0.03925767,1,6616.686078,0.001699813
-0.03923944,1,6616.686078,0.001699813
-0.03922068,1,6616.686078,0.001699813
-0.03919061,1,6616.686078,0.001699813
-0.03917695,1,6616.686078,0.001699813
-0.03917015,2,13233.37216,0.003399626
-0.03915318,1,6616.686078,0.001699813
-0.03914403,1,6616.686078,0.001699813
-0.0390855,2,13233.37216,0.003399626
-0.03908401,2,13233.37216,0.003399626
-0.03907106,1,6616.686078,0.001699813
-0.03901873,1,6616.686078,0.001699813
-0.0390148,2,13233.37216,0.003399626
-0.03900223,1,6616.686078,0.001699813
-0.0389801,2,13233.37216,0.003399626
-0.03897671,1,6616.686078,0.001699813
-0.03897137,2,13233.37216,0.003399626
-0.03894116,1,6616.686078,0.001699813
-0.03892387,1,6616.686078,0.001699813
-0.03891589,1,6616.686078,0.001699813
-0.03883571,1,6616.686078,0.001699813
-0.03881589,2,13233.37216,0.003399626
-0.03881262,1,6616.686078,0.001699813
-0.038798,1,6616.686078,0.001699813
-0.03878909,1,6616.686078,0.001699813
-0.03875856,1,6616.686078,0.001699813
-0.03874597,1,6616.686078,0.001699813
-0.03873302,1,6616.686078,0.001699813
-0.03873204,2,13233.37216,0.003399626
-0.0387233,1,6616.686078,0.001699813
-0.03871203,1,6616.686078,0.001699813
-0.03871192,2,13233.37216,0.003399626
-0.03870873,2,13233.37216,0.003399626
-0.03869731,1,6616.686078,0.001699813
-0.03866623,2,13233.37216,0.003399626
-0.03866595,2,13233.37216,0.003399626
-0.03866301,1,6616.686078,0.001699813
-0.03865189,1,6616.686078,0.001699813
-0.03864566,1,6616.686078,0.001699813
-0.03863562,2,13233.37216,0.003399626
-0.03861442,2,13233.37216,0.003399626
-0.03860421,1,6616.686078,0.001699813
-0.03859974,1,6616.686078,0.001699813
-0.03859786,1,6616.686078,0.001699813
-0.03859285,1,6616.686078,0.001699813
-0.0385896,1,6616.686078,0.001699813
-0.03854626,2,13233.37216,0.003399626
-0.0385462,1,6616.686078,0.001699813
-0.03852643,1,6616.686078,0.001699813
-0.03848813,1,6616.686078,0.001699813
-0.03844688,1,6616.686078,0.001699813
-0.03841633,2,13233.37216,0.003399626
-0.03838192,1,6616.686078,0.001699813
-0.03837016,2,13233.37216,0.003399626
-0.0383314,1,6616.686078,0.001699813
-0.03831204,1,6616.686078,0.001699813
-0.03829532,1,6616.686078,0.001699813
-0.03826419,1,6616.686078,0.001699813
-0.03825682,2,13233.37216,0.003399626
-0.0382346,1,6616.686078,0.001699813
-0.03821683,1,6616.686078,0.001699813
-0.03817848,1,6616.686078,0.001699813
-0.03815032,2,13233.37216,0.003399626
-0.03814681,1,6616.686078,0.001699813
-0.03813345,2,13233.37216,0.003399626
-0.03811212,1,6616.686078,0.001699813
-0.03810381,1,6616.686078,0.001699813
-0.03806901,1,6616.686078,0.001699813
-0.03804959,2,13233.37216,0.003399626
-0.03804201,1,6616.686078,0.001699813
-0.03804018,1,6616.686078,0.001699813
-0.03802892,1,6616.686078,0.001699813
-0.03801344,1,6616.686078,0.001699813
-0.03799827,1,6616.686078,0.001699813
-0.03798125,1,6616.686078,0.001699813
-0.0379556,2,13233.37216,0.003399626
-0.03793223,1,6616.686078,0.001699813
-0.03791622,1,6616.686078,0.001699813
-0.03790003,1,6616.686078,0.001699813
-0.03785345,1,6616.686078,0.001699813
-0.03778332,1,6616.686078,0.001699813
-0.03776442,1,6616.686078,0.001699813
-0.03775156,1,6616.686078,0.001699813
-0.03774191,2,13233.37216,0.003399626
-0.03773991,2,13233.37216,0.003399626
-0.03773809,2,13233.37216,0.003399626
-0.03772346,2,13233.37216,0.003399626
-0.0377061,1,6616.686078,0.001699813
-0.03758924,2,13233.37216,0.003399626
-0.0375721,1,6616.686078,0.001699813
-0.03755915,1,6616.686078,0.001699813
-0.03755289,2,13233.37216,0.003399626
-0.03752511,1,6616.686078,0.001699813
-0.03749089,2,13233.37216,0.003399626
-0.03745908,1,6616.686078,0.001699813
-0.03745247,1,6616.686078,0.001699813
-0.03744726,1,6616.686078,0.001699813
-0.03744144,1,6616.686078,0.001699813
-0.03743314,2,13233.37216,0.003399626
-0.03739507,1,6616.686078,0.001699813
-0.03734282,1,6616.686078,0.001699813
-0.03732666,1,6616.686078,0.001699813
-0.03731758,1,6616.686078,0.001699813
-0.0373098,1,6616.686078,0.001699813
-0.03728129,1,6616.686078,0.001699813
-0.03724293,2,13233.37216,0.003399626
-0.03723849,2,13233.37216,0.003399626
-0.03720841,1,6616.686078,0.001699813
-0.03720125,1,6616.686078,0.001699813
-0.03718499,2,13233.37216,0.003399626
-0.03718401,1,6616.686078,0.001699813
-0.03713452,2,13233.37216,0.003399626
-0.03708939,1,6616.686078,0.001699813
-0.03707879,1,6616.686078,0.001699813
-0.03707786,1,6616.686078,0.001699813
-0.03707328,1,6616.686078,0.001699813
-0.03703023,1,6616.686078,0.001699813
-0.03698337,2,13233.37216,0.003399626
-0.03696638,2,13233.37216,0.003399626
-0.03696057,1,6616.686078,0.001699813
-0.03692657,2,13233.37216,0.003399626
-0.036921,1,6616.686078,0.001699813
-0.03687292,1,6616.686078,0.001699813
-0.03686615,1,6616.686078,0.001699813
-0.03676757,2,13233.37216,0.003399626
-0.03675351,2,13233.37216,0.003399626
-0.03669026,1,6616.686078,0.001699813
-0.03663599,2,13233.37216,0.003399626
-0.03659426,1,6616.686078,0.001699813
-0.03655163,1,6616.686078,0.001699813
-0.03654799,2,13233.37216,0.003399626
-0.036519,1,6616.686078,0.001699813
-0.03645998,1,6616.686078,0.001699813
-0.03629564,2,13233.37216,0.003399626
-0.03628669,1,6616.686078,0.001699813
-0.03625465,1,6616.686078,0.001699813
-0.03621813,2,13233.37216,0.003399626
-0.03616879,1,6616.686078,0.001699813
-0.03612791,1,6616.686078,0.001699813
-0.03605839,2,13233.37216,0.003399626
-0.03605653,1,6616.686078,0.001699813
-0.03600415,2,13233.37216,0.003399626
-0.03589146,1,6616.686078,0.001699813
-0.03575901,1,6616.686078,0.001699813
-0.03575256,2,13233.37216,0.003399626
-0.03564529,1,6616.686078,0.001699813
-0.0356326,2,13233.37216,0.003399626
-0.03562762,1,6616.686078,0.001699813
-0.03560728,1,6616.686078,0.001699813
-0.03554364,2,13233.37216,0.003399626
-0.03552718,1,6616.686078,0.001699813
-0.03551097,2,13233.37216,0.003399626
-0.03548593,1,6616.686078,0.001699813
-0.03544693,1,6616.686078,0.001699813
-0.03541927,1,6616.686078,0.001699813
-0.03536317,2,13233.37216,0.003399626
-0.03533585,2,13233.37216,0.003399626
-0.03527517,2,13233.37216,0.003399626
-0.0352748,2,13233.37216,0.003399626
-0.03521302,1,6616.686078,0.001699813
-0.03516571,1,6616.686078,0.001699813
-0.03515453,1,6616.686078,0.001699813
-0.03511486,2,13233.37216,0.003399626
-0.03497709,1,6616.686078,0.001699813
-0.03489962,1,6616.686078,0.001699813
-0.03482563,2,13233.37216,0.003399626
-0.03478096,2,13233.37216,0.003399626
-0.03472771,1,6616.686078,0.001699813
-0.03468644,1,6616.686078,0.001699813
-0.03467794,1,6616.686078,0.001699813
-0.03462804,1,6616.686078,0.001699813
-0.03456416,1,6616.686078,0.001699813
-0.03455377,2,13233.37216,0.003399626
-0.03454506,1,6616.686078,0.001699813
-0.03451044,2,13233.37216,0.003399626
-0.03448264,1,6616.686078,0.001699813
-0.03448147,1,6616.686078,0.001699813
-0.03444846,2,13233.37216,0.003399626
-0.0343687,2,13233.37216,0.003399626
-0.03435167,2,13233.37216,0.003399626
-0.03429461,1,6616.686078,0.001699813
-0.0342261,2,13233.37216,0.003399626
-0.03419156,1,6616.686078,0.001699813
-0.03416428,1,6616.686078,0.001699813
-0.03407344,2,13233.37216,0.003399626
-0.03398099,2,13233.37216,0.003399626
-0.03390511,2,13233.37216,0.003399626
-0.03379796,1,6616.686078,0.001699813
-0.03378627,1,6616.686078,0.001699813
-0.03377397,1,6616.686078,0.001699813
-0.0337561,1,6616.686078,0.001699813
-0.03369622,2,13233.37216,0.003399626
-0.03365258,2,13233.37216,0.003399626
-0.03364234,1,6616.686078,0.001699813
-0.03361177,2,13233.37216,0.003399626
-0.03361172,1,6616.686078,0.001699813
-0.03357083,2,13233.37216,0.003399626
-0.03353635,1,6616.686078,0.001699813
-0.03347749,1,6616.686078,0.001699813
-0.03345149,1,6616.686078,0.001699813
-0.03319781,2,13233.37216,0.003399626
-0.03319742,1,6616.686078,0.001699813
-0.03317622,1,6616.686078,0.001699813
-0.03317552,1,6616.686078,0.001699813
-0.03307938,1,6616.686078,0.001699813
-0.03297537,2,13233.37216,0.003399626
-0.03288567,1,6616.686078,0.001699813
-0.0328083,1,6616.686078,0.001699813
-0.03280235,1,6616.686078,0.001699813
-0.0327706,2,13233.37216,0.003399626
-0.0327269,1,6616.686078,0.001699813
-0.03265984,1,6616.686078,0.001699813
-0.03262376,1,6616.686078,0.001699813
-0.03244206,1,6616.686078,0.001699813
-0.03242077,1,6616.686078,0.001699813
-0.03237814,1,6616.686078,0.001699813
-0.03229764,2,13233.37216,0.003399626
-0.03225105,2,13233.37216,0.003399626
-0.03224998,2,13233.37216,0.003399626
-0.03221956,1,6616.686078,0.001699813
-0.03214961,2,13233.37216,0.003399626
-0.0321118,2,13233.37216,0.003399626
-0.03206015,1,6616.686078,0.001699813
-0.03199487,1,6616.686078,0.001699813
-0.03198513,1,6616.686078,0.001699813
-0.03194571,1,6616.686078,0.001699813
-0.03189389,1,6616.686078,0.001699813
-0.03181284,1,6616.686078,0.001699813
-0.03165887,2,13233.37216,0.003399626
-0.03158458,1,6616.686078,0.001699813
-0.03146933,1,6616.686078,0.001699813
-0.03142262,1,6616.686078,0.001699813
-0.03137885,1,6616.686078,0.001699813
-0.03117354,1,6616.686078,0.001699813
-0.03113127,2,13233.37216,0.003399626
-0.03112897,1,6616.686078,0.001699813
-0.03102508,2,13233.37216,0.003399626
-0.03096958,1,6616.686078,0.001699813
-0.03096596,1,6616.686078,0.001699813
-0.03076575,1,6616.686078,0.001699813
-0.03062769,1,6616.686078,0.001699813
-0.03049785,1,6616.686078,0.001699813
-0.03046621,1,6616.686078,0.001699813
-0.03046126,1,6616.686078,0.001699813
-0.03035747,2,13233.37216,0.003399626
-0.03028968,1,6616.686078,0.001699813
-0.03014421,1,6616.686078,0.001699813
-0.03012717,2,13233.37216,0.003399626
-0.03012041,1,6616.686078,0.001699813
-0.03007782,1,6616.686078,0.001699813
-0.03002913,2,13233.37216,0.003399626
-0.03002656,1,6616.686078,0.001699813
-0.02991521,1,6616.686078,0.001699813
-0.02990722,1,6616.686078,0.001699813
-0.02988421,1,6616.686078,0.001699813
-0.02986174,2,13233.37216,0.003399626
-0.02978032,1,6616.686078,0.001699813
-0.02962362,1,6616.686078,0.001699813
-0.0295851,1,6616.686078,0.001699813
-0.02950724,2,13233.37216,0.003399626
-0.02944904,1,6616.686078,0.001699813
-0.02940767,1,6616.686078,0.001699813
-0.02935833,2,13233.37216,0.003399626
-0.02934928,1,6616.686078,0.001699813
-0.02927264,1,6616.686078,0.001699813
-0.02923396,1,6616.686078,0.001699813
-0.02921624,1,6616.686078,0.001699813
-0.0291834,1,6616.686078,0.001699813
-0.02918254,2,13233.37216,0.003399626
-0.02915299,2,13233.37216,0.003399626
-0.02911278,1,6616.686078,0.001699813
-0.02907353,2,13233.37216,0.003399626
-0.02902122,2,13233.37216,0.003399626
-0.0290156,1,6616.686078,0.001699813
-0.02898033,2,13233.37216,0.003399626
-0.02893955,1,6616.686078,0.001699813
-0.02883232,1,6616.686078,0.001699813
-0.02877188,1,6616.686078,0.001699813
-0.02876513,1,6616.686078,0.001699813
-0.02875252,1,6616.686078,0.001699813
-0.0287495,1,6616.686078,0.001699813
-0.02874531,1,6616.686078,0.001699813
-0.02866315,1,6616.686078,0.001699813
-0.02864722,1,6616.686078,0.001699813
-0.02859326,1,6616.686078,0.001699813
-0.02857625,1,6616.686078,0.001699813
-0.02857171,2,13233.37216,0.003399626
-0.02855469,1,6616.686078,0.001699813
-0.0285234,1,6616.686078,0.001699813
-0.02851737,1,6616.686078,0.001699813
-0.02851137,2,13233.37216,0.003399626
-0.02850582,2,13233.37216,0.003399626
-0.02849528,1,6616.686078,0.001699813
-0.02849506,1,6616.686078,0.001699813
-0.02847768,1,6616.686078,0.001699813
-0.02845757,2,13233.37216,0.003399626
-0.02845675,1,6616.686078,0.001699813
-0.02844427,1,6616.686078,0.001699813
-0.028437,2,13233.37216,0.003399626
-0.0284361,1,6616.686078,0.001699813
-0.02843507,1,6616.686078,0.001699813
-0.02842035,1,6616.686078,0.001699813
-0.02841626,2,13233.37216,0.003399626
-0.02839096,1,6616.686078,0.001699813
-0.02838828,1,6616.686078,0.001699813
-0.02838646,2,13233.37216,0.003399626
-0.02837461,1,6616.686078,0.001699813
-0.02835808,1,6616.686078,0.001699813
-0.02834703,2,13233.37216,0.003399626
-0.02833012,2,13233.37216,0.003399626
-0.02832568,1,6616.686078,0.001699813
-0.02831454,1,6616.686078,0.001699813
-0.02830532,1,6616.686078,0.001699813
-0.02830362,1,6616.686078,0.001699813
-0.02824643,2,13233.37216,0.003399626
-0.02823285,2,13233.37216,0.003399626
-0.02823155,1,6616.686078,0.001699813
-0.02819583,1,6616.686078,0.001699813
-0.0281939,1,6616.686078,0.001699813
-0.02815061,2,13233.37216,0.003399626
-0.02812884,2,13233.37216,0.003399626
-0.02811583,1,6616.686078,0.001699813
-0.02810353,1,6616.686078,0.001699813
-0.02808584,2,13233.37216,0.003399626
-0.02804695,1,6616.686078,0.001699813
-0.02803242,2,13233.37216,0.003399626
-0.02797486,1,6616.686078,0.001699813
-0.02792844,2,13233.37216,0.003399626
-0.02790583,2,13233.37216,0.003399626
-0.02789047,1,6616.686078,0.001699813
-0.0278861,1,6616.686078,0.001699813
-0.02782226,2,13233.37216,0.003399626
-0.02781778,1,6616.686078,0.001699813
-0.02780044,2,13233.37216,0.003399626
-0.02769347,1,6616.686078,0.001699813
-0.02768469,1,6616.686078,0.001699813
-0.02768456,2,13233.37216,0.003399626
-0.02767906,2,13233.37216,0.003399626
-0.02766375,1,6616.686078,0.001699813
-0.02764645,2,13233.37216,0.003399626
-0.02764445,2,13233.37216,0.003399626
-0.02764028,1,6616.686078,0.001699813
-0.02764008,1,6616.686078,0.001699813
-0.02762942,2,13233.37216,0.003399626
-0.02762215,2,13233.37216,0.003399626
-0.02757142,1,6616.686078,0.001699813
-0.02753778,1,6616.686078,0.001699813
-0.02752315,1,6616.686078,0.001699813
-0.02751597,2,13233.37216,0.003399626
-0.0275134,2,13233.37216,0.003399626
-0.02751254,2,13233.37216,0.003399626
-0.02749958,1,6616.686078,0.001699813
-0.02749847,1,6616.686078,0.001699813
-0.02747853,1,6616.686078,0.001699813
-0.02746518,1,6616.686078,0.001699813
-0.02744264,1,6616.686078,0.001699813
-0.02742401,2,13233.37216,0.003399626
-0.02742058,2,13233.37216,0.003399626
-0.02741982,2,13233.37216,0.003399626
-0.02739494,2,13233.37216,0.003399626
-0.0273665,2,13233.37216,0.003399626
-0.02736034,1,6616.686078,0.001699813
-0.02735547,1,6616.686078,0.001699813
-0.02733921,2,13233.37216,0.003399626
-0.02730973,2,13233.37216,0.003399626
-0.0273096,2,13233.37216,0.003399626
-0.02729144,2,13233.37216,0.003399626
-0.02729012,1,6616.686078,0.001699813
-0.02724841,1,6616.686078,0.001699813
-0.0272404,2,13233.37216,0.003399626
-0.0272328,2,13233.37216,0.003399626
-0.0272238,1,6616.686078,0.001699813
-0.02722106,2,13233.37216,0.003399626
