value,count,m2,percentage
-1.03924489,1,6616.686078,0.001699813
-1.0392381,1,6616.686078,0.001699813
-1.0391444,1,6616.686078,0.001699813
-1.03897166,1,6616.686078,0.001699813
-1.03897059,1,6616.686078,0.001699813
-1.03889787,1,6616.686078,0.001699813
-1.0387733,1,6616.686078,0.001699813
-1.0386157,2,13233.37216,0.003399626
-1.03861094,2,13233.37216,0.003399626
-1.0385412,1,6616.686078,0.001699813
-1.03853285,1,6616.686078,0.001699813
-1.03811145,1,6616.686078,0.001699813
-1.03810477,2,13233.37216,0.003399626
-1.03774416,2,13233.37216,0.003399626
-1.03766429,1,6616.686078,0.001699813
-1.03765953,1,6616.686078,0.001699813
-1.03761911,1,6616.686078,0.001699813
-1.0375334,1,6616.686078,0.001699813
-1.03740311,1,6616.686078,0.001699813
-1.0373292,1,6616.686078,0.001699813
-1.03732216,2,13233.37216,0.003399626
-1.03717518,1,6616.686078,0.001699813
-1.03689134,2,13233.37216,0.003399626
-1.03687191,1,6616.686078,0.001699813
-1.03685379,2,13233.37216,0.003399626
-1.03683138,1,6616.686078,0.001699813
-1.03680909,1,6616.686078,0.001699813
-1.03678584,1,6616.686078,0.001699813
-1.03676808,1,6616.686078,0.001699813
-1.03672123,1,6616.686078,0.001699813
-1.03635991,1,6616.686078,0.001699813
-1.03617537,1,6616.686078,0.001699813
-1.03612888,1,6616.686078,0.001699813
-1.03604281,1,6616.686078,0.001699813
-1.03577077,1,6616.686078,0.001699813
-1.03567469,2,13233.37216,0.003399626
-1.03558755,1,6616.686078,0.001699813
-1.03513074,2,13233.37216,0.003399626
-1.03506017,1,6616.686078,0.001699813
-1.03491676,1,6616.686078,0.001699813
-1.03489685,1,6616.686078,0.001699813
-1.03489137,1,6616.686078,0.001699813
-1.03487599,2,13233.37216,0.003399626
-1.03484678,2,13233.37216,0.003399626
-1.034724,1,6616.686078,0.001699813
-1.03472292,1,6616.686078,0.001699813
-1.03464353,1,6616.686078,0.001699813
-1.03440738,1,6616.686078,0.001699813
-1.03433204,1,6616.686078,0.001699813
-1.03426552,2,13233.37216,0.003399626
-1.03425646,1,6616.686078,0.001699813
-1.0340265,1,6616.686078,0.001699813
-1.03387499,1,6616.686078,0.001699813
-1.03365016,2,13233.37216,0.003399626
-1.03362596,2,13233.37216,0.003399626
-1.0334444,1,6616.686078,0.001699813
-1.03314626,1,6616.686078,0.001699813
-1.03313923,1,6616.686078,0.001699813
-1.03303599,2,13233.37216,0.003399626
-1.03299963,2,13233.37216,0.003399626
-1.03299618,2,13233.37216,0.003399626
-1.03295815,1,6616.686078,0.001699813
-1.03287721,2,13233.37216,0.003399626
-1.03274322,1,6616.686078,0.001699813
-1.03274298,2,13233.37216,0.003399626
-1.03274119,1,6616.686078,0.001699813
-1.0326426,1,6616.686078,0.001699813
-1.03261077,1,6616.686078,0.001699813
-1.03258014,2,13233.37216,0.003399626
-1.03243697,1,6616.686078,0.001699813
-1.03228116,2,13233.37216,0.003399626
-1.03223801,2,13233.37216,0.003399626
-1.03218174,2,13233.37216,0.003399626
-1.03217661,2,13233.37216,0.003399626
-1.03202248,1,6616.686078,0.001699813
-1.03198445,1,6616.686078,0.001699813
-1.03192794,1,6616.686078,0.001699813
-1.03189361,2,13233.37216,0.003399626
-1.03188455,1,6616.686078,0.001699813
-1.03187871,1,6616.686078,0.001699813
-1.03183103,1,6616.686078,0.001699813
-1.03182399,1,6616.686078,0.001699813
-1.03181982,1,6616.686078,0.001699813
-1.03157043,1,6616.686078,0.001699813
-1.03153038,1,6616.686078,0.001699813
-1.03139007,1,6616.686078,0.001699813
-1.03136206,1,6616.686078,0.001699813
-1.03128839,1,6616.686078,0.001699813
-1.0311836,2,13233.37216,0.003399626
-1.03114772,1,6616.686078,0.001699813
-1.03113878,2,13233.37216,0.003399626
-1.03103173,1,6616.686078,0.001699813
-1.03102767,2,13233.37216,0.003399626
-1.03100824,2,13233.37216,0.003399626
-1.03099287,1,6616.686078,0.001699813
-1.03092885,1,6616.686078,0.001699813
-1.03085685,1,6616.686078,0.001699813
-1.03079498,1,6616.686078,0.001699813
-1.03068233,1,6616.686078,0.001699813
-1.03066611,2,13233.37216,0.003399626
-1.03059649,2,13233.37216,0.003399626
-1.03057051,1,6616.686078,0.001699813
-1.03051531,2,13233.37216,0.003399626
-1.03047454,2,13233.37216,0.003399626
-1.03033054,1,6616.686078,0.001699813
-1.0303036,2,13233.37216,0.003399626
-1.03017986,1,6616.686078,0.001699813
-1.03011549,1,6616.686078,0.001699813
-1.03009284,1,6616.686078,0.001699813
-1.03008938,1,6616.686078,0.001699813
-1.03007865,1,6616.686078,0.001699813
-1.03007662,2,13233.37216,0.003399626
-1.03007638,1,6616.686078,0.001699813
-1.02988136,1,6616.686078,0.001699813
-1.02978575,1,6616.686078,0.001699813
-1.02965236,2,13233.37216,0.003399626
-1.02961028,1,6616.686078,0.001699813
-1.02924299,1,6616.686078,0.001699813
-1.02897179,2,13233.37216,0.003399626
-1.02892673,1,6616.686078,0.001699813
-1.0282377,1,6616.686078,0.001699813
-1.02767622,1,6616.686078,0.001699813
-1.02734268,1,6616.686078,0.001699813
-1.02721167,2,13233.37216,0.003399626
-1.02640367,2,13233.37216,0.003399626
-1.02639484,1,6616.686078,0.001699813
-1.02598083,1,6616.686078,0.001699813
-1.02571416,2,13233.37216,0.003399626
-1.02524674,1,6616.686078,0.001699813
-1.02501369,2,13233.37216,0.003399626
-0.08092257,1,6616.686078,0.001699813
-0.07854769,1,6616.686078,0.001699813
-0.07631823,2,13233.37216,0.003399626
-0.07618989,2,13233.37216,0.003399626
-0.07605918,1,6616.686078,0.001699813
-0.0737185,1,6616.686078,0.001699813
-0.07331988,1,6616.686078,0.001699813
-0.07267404,2,13233.37216,0.003399626
-0.07177819,1,6616.686078,0.001699813
-0.0716732,1,6616.686078,0.001699813
-0.07093293,2,13233.37216,0.003399626
-0.06975378,1,6616.686078,0.001699813
-0.06973143,2,13233.37216,0.003399626
-0.06911836,1,6616.686078,0.001699813
-0.06898218,1,6616.686078,0.001699813
-0.06860927,1,6616.686078,0.001699813
-0.06854516,2,13233.37216,0.003399626
-0.0684375,1,6616.686078,0.001699813
-0.06828637,1,6616.686078,0.001699813
-0.06802662,2,13233.37216,0.003399626
-0.06790721,2,13233.37216,0.003399626
-0.0676731,2,13233.37216,0.003399626
-0.06738914,2,13233.37216,0.003399626
-0.06709103,2,13233.37216,0.003399626
-0.06680217,1,6616.686078,0.001699813
-0.06614038,2,13233.37216,0.003399626
-0.0661122,2,13233.37216,0.003399626
-0.06608865,2,13233.37216,0.003399626
-0.06543791,1,6616.686078,0.001699813
-0.0652216,2,13233.37216,0.003399626
-0.06516392,2,13233.37216,0.003399626
-0.06454814,2,13233.37216,0.003399626
-0.06450722,2,13233.37216,0.003399626
-0.06430014,2,13233.37216,0.003399626
-0.0638904,1,6616.686078,0.001699813
-0.06371524,2,13233.37216,0.003399626
-0.06344374,1,6616.686078,0.001699813
-0.06342874,2,13233.37216,0.003399626
-0.06314584,1,6616.686078,0.001699813
-0.06311238,1,6616.686078,0.001699813
-0.06305133,1,6616.686078,0.001699813
-0.06291959,2,13233.37216,0.003399626
-0.06279945,1,6616.686078,0.001699813
-0.06229531,2,13233.37216,0.003399626
-0.06229379,2,13233.37216,0.003399626
-0.06212701,2,13233.37216,0.003399626
-0.06203659,2,13233.37216,0.003399626
-0.06195059,1,6616.686078,0.001699813
-0.06188082,1,6616.686078,0.001699813
-0.06153727,2,13233.37216,0.003399626
-0.06146166,1,6616.686078,0.001699813
-0.06129045,1,6616.686078,0.001699813
-0.0612767,1,6616.686078,0.001699813
-0.06117911,1,6616.686078,0.001699813
-0.06091372,1,6616.686078,0.001699813
-0.0607925,1,6616.686078,0.001699813
-0.06075365,1,6616.686078,0.001699813
-0.06067328,2,13233.37216,0.003399626
-0.06049794,1,6616.686078,0.001699813
-0.060392,1,6616.686078,0.001699813
-0.05999265,2,13233.37216,0.003399626
-0.05975254,1,6616.686078,0.001699813
-0.05966639,2,13233.37216,0.003399626
-0.05950913,1,6616.686078,0.001699813
-0.05931738,2,13233.37216,0.003399626
-0.05916797,1,6616.686078,0.001699813
-0.05905601,1,6616.686078,0.001699813
-0.05898297,1,6616.686078,0.001699813
-0.05883867,1,6616.686078,0.001699813
-0.05880659,1,6616.686078,0.001699813
-0.05878266,1,6616.686078,0.001699813
-0.05874662,2,13233.37216,0.003399626
-0.05860751,1,6616.686078,0.001699813
-0.05857492,1,6616.686078,0.001699813
-0.05854033,1,6616.686078,0.001699813
-0.05844018,1,6616.686078,0.001699813
-0.05830018,1,6616.686078,0.001699813
-0.0582725,1,6616.686078,0.001699813
-0.05814145,2,13233.37216,0.003399626
-0.05799068,1,6616.686078,0.001699813
-0.05795708,1,6616.686078,0.001699813
-0.05795579,1,6616.686078,0.001699813
-0.05792193,1,6616.686078,0.001699813
-0.05787173,1,6616.686078,0.001699813
-0.05769078,1,6616.686078,0.001699813
-0.05768403,2,13233.37216,0.003399626
-0.05765117,1,6616.686078,0.001699813
-0.05759781,1,6616.686078,0.001699813
-0.05746318,2,13233.37216,0.003399626
-0.05727023,1,6616.686078,0.001699813
-0.05707799,1,6616.686078,0.001699813
-0.05706933,1,6616.686078,0.001699813
-0.05704731,1,6616.686078,0.001699813
-0.05701086,1,6616.686078,0.001699813
-0.05695777,2,13233.37216,0.003399626
-0.05681526,2,13233.37216,0.003399626
-0.05681369,1,6616.686078,0.001699813
-0.05671177,2,13233.37216,0.003399626
-0.05666323,1,6616.686078,0.001699813
-0.05663837,2,13233.37216,0.003399626
-0.05661155,2,13233.37216,0.003399626
-0.05659041,1,6616.686078,0.001699813
-0.05650374,1,6616.686078,0.001699813
-0.05647153,1,6616.686078,0.001699813
-0.05631748,1,6616.686078,0.001699813
-0.05630442,1,6616.686078,0.001699813
-0.05617106,1,6616.686078,0.001699813
-0.05607874,2,13233.37216,0.003399626
-0.05602201,1,6616.686078,0.001699813
-0.05597365,1,6616.686078,0.001699813
-0.05558643,1,6616.686078,0.001699813
-0.05544945,1,6616.686078,0.001699813
-0.05544249,2,13233.37216,0.003399626
-0.05541244,1,6616.686078,0.001699813
-0.05521523,1,6616.686078,0.001699813
-0.05515935,2,13233.37216,0.003399626
-0.05513906,1,6616.686078,0.001699813
-0.05507096,1,6616.686078,0.001699813
-0.05490047,2,13233.37216,0.003399626
-0.05488123,1,6616.686078,0.001699813
-0.05487864,1,6616.686078,0.001699813
-0.05477726,1,6616.686078,0.001699813
-0.0547196,1,6616.686078,0.001699813
-0.05455492,1,6616.686078,0.001699813
-0.0544906,1,6616.686078,0.001699813
-0.05434041,1,6616.686078,0.001699813
-0.0543314,1,6616.686078,0.001699813
-0.05423152,1,6616.686078,0.001699813
-0.0541574,2,13233.37216,0.003399626
-0.05395289,1,6616.686078,0.001699813
-0.05394968,1,6616.686078,0.001699813
-0.05383775,1,6616.686078,0.001699813
-0.05374197,1,6616.686078,0.001699813
-0.05372499,1,6616.686078,0.001699813
-0.05370338,1,6616.686078,0.001699813
-0.05366012,1,6616.686078,0.001699813
-0.05362236,1,6616.686078,0.001699813
-0.05358448,1,6616.686078,0.001699813
-0.05349779,2,13233.37216,0.003399626
-0.0534839,1,6616.686078,0.001699813
-0.05347798,2,13233.37216,0.003399626
-0.05347284,2,13233.37216,0.003399626
-0.05338467,2,13233.37216,0.003399626
-0.05323212,1,6616.686078,0.001699813
-0.05318251,1,6616.686078,0.001699813
-0.05306905,1,6616.686078,0.001699813
-0.05293135,1,6616.686078,0.001699813
-0.0527725,2,13233.37216,0.003399626
-0.05277116,2,13233.37216,0.003399626
-0.05274595,1,6616.686078,0.001699813
-0.05260698,2,13233.37216,0.003399626
-0.05249595,1,6616.686078,0.001699813
-0.05248303,1,6616.686078,0.001699813
-0.05240203,2,13233.37216,0.003399626
-0.0523892,2,13233.37216,0.003399626
-0.05233246,2,13233.37216,0.003399626
-0.05229509,1,6616.686078,0.001699813
-0.05225424,1,6616.686078,0.001699813
-0.05224465,2,13233.37216,0.003399626
-0.05217173,1,6616.686078,0.001699813
-0.05210778,1,6616.686078,0.001699813
-0.05201747,1,6616.686078,0.001699813
-0.05201626,1,6616.686078,0.001699813
-0.05199625,2,13233.37216,0.003399626
-0.0519837,2,13233.37216,0.003399626
-0.05184154,1,6616.686078,0.001699813
-0.05165306,1,6616.686078,0.001699813
-0.05158626,1,6616.686078,0.001699813
-0.05158122,1,6616.686078,0.001699813
-0.0515635,1,6616.686078,0.001699813
-0.05135701,1,6616.686078,0.001699813
-0.05118098,1,6616.686078,0.001699813
-0.0511262,1,6616.686078,0.001699813
-0.05110124,1,6616.686078,0.001699813
-0.05108496,2,13233.37216,0.003399626
-0.05093272,2,13233.37216,0.003399626
-0.05091296,1,6616.686078,0.001699813
-0.05087462,2,13233.37216,0.003399626
-0.05077282,1,6616.686078,0.001699813
-0.05071216,2,13233.37216,0.003399626
-0.050667,1,6616.686078,0.001699813
-0.05047445,2,13233.37216,0.003399626
-0.05046011,2,13233.37216,0.003399626
-0.05039605,1,6616.686078,0.001699813
-0.05032346,1,6616.686078,0.001699813
-0.05023119,1,6616.686078,0.001699813
-0.05021258,1,6616.686078,0.001699813
-0.05011004,1,6616.686078,0.001699813
-0.05006263,2,13233.37216,0.003399626
-0.05001342,1,6616.686078,0.001699813
-0.04995456,2,13233.37216,0.003399626
-0.04988806,2,13233.37216,0.003399626
-0.04980476,2,13233.37216,0.003399626
-0.04979116,1,6616.686078,0.001699813
-0.04976401,1,6616.686078,0.001699813
-0.04972504,1,6616.686078,0.001699813
-0.04958076,1,6616.686078,0.001699813
-0.04952761,1,6616.686078,0.001699813
-0.04940057,2,13233.37216,0.003399626
-0.04933769,1,6616.686078,0.001699813
-0.04933149,1,6616.686078,0.001699813
-0.04925046,1,6616.686078,0.001699813
-0.04911641,2,13233.37216,0.003399626
-0.0490236,1,6616.686078,0.001699813
-0.04900122,2,13233.37216,0.003399626
-0.04893459,1,6616.686078,0.001699813
-0.04878062,1,6616.686078,0.001699813
-0.04864125,1,6616.686078,0.001699813
-0.04841229,1,6616.686078,0.001699813
-0.04826505,2,13233.37216,0.003399626
-0.04819194,2,13233.37216,0.003399626
-0.0481627,1,6616.686078,0.001699813
-0.04805031,2,13233.37216,0.003399626
-0.04803199,1,6616.686078,0.001699813
-0.0480285,1,6616.686078,0.001699813
-0.04797186,2,13233.37216,0.003399626
-0.04795808,1,6616.686078,0.001699813
-0.04790907,2,13233.37216,0.003399626
-0.04788627,1,6616.686078,0.001699813
-0.04783218,2,13233.37216,0.003399626
-0.04766883,2,13233.37216,0.003399626
-0.04758629,2,13233.37216,0.003399626
-0.04756568,1,6616.686078,0.001699813
-0.04756443,1,6616.686078,0.001699813
-0.04747483,2,13233.37216,0.003399626
-0.04739065,1,6616.686078,0.001699813
-0.04727618,2,13233.37216,0.003399626
-0.04707621,1,6616.686078,0.001699813
-0.04701287,1,6616.686078,0.001699813
-0.04701219,1,6616.686078,0.001699813
-0.04697173,2,13233.37216,0.003399626
-0.04689743,2,13233.37216,0.003399626
-0.04675751,2,13233.37216,0.003399626
-0.04674355,2,13233.37216,0.003399626
-0.04657038,1,6616.686078,0.001699813
-0.04653127,2,13233.37216,0.003399626
-0.0464766,1,6616.686078,0.001699813
-0.04639488,2,13233.37216,0.003399626
-0.04633385,1,6616.686078,0.001699813
-0.0462775,1,6616.686078,0.001699813
-0.04619728,2,13233.37216,0.003399626
-0.04604395,1,6616.686078,0.001699813
-0.04594203,1,6616.686078,0.001699813
-0.04575823,1,6616.686078,0.001699813
-0.04569503,2,13233.37216,0.003399626
-0.04567125,2,13233.37216,0.003399626
-0.04547885,2,13233.37216,0.003399626
-0.04541796,1,6616.686078,0.001699813
-0.04541532,2,13233.37216,0.003399626
-0.04537847,1,6616.686078,0.001699813
-0.0453262,1,6616.686078,0.001699813
-0.04532439,2,13233.37216,0.003399626
-0.04524885,1,6616.686078,0.001699813
-0.04498087,2,13233.37216,0.003399626
-0.04497688,2,13233.37216,0.003399626
-0.04481227,2,13233.37216,0.003399626
-0.04473526,1,6616.686078,0.001699813
-0.04471233,1,6616.686078,0.001699813
-0.04468364,2,13233.37216,0.003399626
-0.04468038,1,6616.686078,0.001699813
-0.04465102,1,6616.686078,0.001699813
-0.04464829,1,6616.686078,0.001699813
-0.04456812,2,13233.37216,0.003399626
-0.04453686,1,6616.686078,0.001699813
-0.0444695,2,13233.37216,0.003399626
-0.04411786,1,6616.686078,0.001699813
-0.04407108,1,6616.686078,0.001699813
-0.04403342,2,13233.37216,0.003399626
-0.04401062,2,13233.37216,0.003399626
-0.04390367,2,13233.37216,0.003399626
-0.04371509,1,6616.686078,0.001699813
-0.04360407,1,6616.686078,0.001699813
-0.04339144,1,6616.686078,0.001699813
-0.04333993,1,6616.686078,0.001699813
-0.04330784,2,13233.37216,0.003399626
-0.04329092,1,6616.686078,0.001699813
-0.04324941,2,13233.37216,0.003399626
-0.04312002,1,6616.686078,0.001699813
-0.04305905,1,6616.686078,0.001699813
-0.04305751,2,13233.37216,0.003399626
-0.04305134,1,6616.686078,0.001699813
-0.04292239,2,13233.37216,0.003399626
-0.04286658,1,6616.686078,0.001699813
-0.04283274,1,6616.686078,0.001699813
-0.04281059,1,6616.686078,0.001699813
-0.04279083,1,6616.686078,0.001699813
-0.04264019,1,6616.686078,0.001699813
-0.0424009,1,6616.686078,0.001699813
-0.04230485,1,6616.686078,0.001699813
-0.04214838,1,6616.686078,0.001699813
-0.04190822,1,6616.686078,0.001699813
-0.04184698,2,13233.37216,0.003399626
-0.04160413,1,6616.686078,0.001699813
